BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
3,"","Schuette15b","Schütte, B.; Arbeiter, M.; Fennel, T.; Jabbari, G.; Kuleff, A. I.; Vrakking, M.J.J. & Rouz\'{e}e, A.","Correlated electronic decay following intense near-infrared ionization of clusters","J. Phys.: Conf. Ser.",635,,"","012025",2015,"","experiment & theory","","","","","XXIX International Conference on Photonic, Electronic, and Atomic Collisions (ICPEAC2015)","D\'{i}az, C.; Rabad\'{a}n, I.; Garc\'{i}a, G.; L., M\'{e}ndez & Mart\'{i}n, F.","IOP","","","","","","","We report on a novel correlated electronic decay process following extensive Rydberg atom formation in  clusters ionized by intense near-infrared fields. A peak close to the atomic ionization potential is found in the  electron kinetic energy spectrum. This new contribution is attributed to an energy transfer between two electrons,  where one electron decays from a Rydberg state to the ground state and transfers its excess energy to a weakly bound  cluster electron in the environment that can escape from the cluster. The process is a result of nanoplasma formation  and is therefore expected to be important, whenever intense laser pulses interact with nanometer-sized particles.","","","",""
7,"","Schuette15a","Schütte, B.; Arbeiter, M.; Fennel, T.; Jabbari, G.; Kuleff, A. I.; Vrakking, M.J.J. & Rouz\'{e}e, A.","Observation of correlated electronic decay in expanding clusters triggered by near-infrared fields","Nat. Commun.",6,,"","8596",2015,"","experiment & theory","","","","","","","Nature Research","","","","","","","When an excited atom is embedded into an environment, novel relaxation pathways can emerge that are absent  for isolated atoms. A well-known example is interatomic Coulombic decay, where an excited atom relaxes by transferring  its excess energy to another atom in the environment, leading to its ionization. Such processes have been observed in  clusters ionized by extreme-ultraviolet and X-ray lasers. Here, we report on a correlated electronic decay process that  occurs following nanoplasma formation and Rydberg atom generation in the ionization of clusters by intense, non-resonant infrared laser fields. Relaxation of the Rydberg states and transfer of the available electronic energy to adjacent  electrons in Rydberg states or quasifree electrons in the expanding nanoplasma leaves a distinct signature in the  electron kinetic energy spectrum. These so far unobserved electron-correlation-driven energy transfer processes may  play a significant role in the response of any nano-scale system to intense laser light.","","","",""
7,"","Magrakvelidze16","Magrakvelidze, M.; De, R.; Javani, M. H.; Madjet, M. E.; Manson, S. T. & Chakraborty, H. S.","Coherence of Auger and inter-Coulombic decay processes in the photoionization of Ar@C<sub>60</sub> versus Kr@C<sub>60</sub>","Eur. Phys. J. D",70,,"","96",2016,"","experiment & theory","","","","","","","Springer","","","","","","","For the asymmetric spherical dimer of an endohedrally confined atom and a host fullerene, an innershell vacancy of either system  can decay through the continuum of an outer electron hybridized between the systems. Such decays, viewed as coherent superpositions of the  single-center Auger and two-center inter-Coulombic (ICD) amplitudes, are found to govern leading decay mechanisms in noble-gas endofullerenes,  and are likely omnipresent in this class of nanomolecules. A comparison between resulting autoionizing resonances calculated in the  photoionization of Ar@C<sub>60</sub> and Kr@C<sub>60</sub> exhibits details of the underlying processes.","","","",""
7,"","De16","De, R.; Magrakvelidze, M.; Madjet, M. E.; Manson, S. T. & Chakraborty, H. S.","First prediction of inter-Coulombic decay of C<sub>60</sub> inner vacancies through the continuum of confined atoms","J. Phys. B: At. Mol. Opt. Phys.",49,,"","11LT01",2016,"","experiment & theory","","","","","","","IOP","","","","","","","Considering the photoionization of Ar@C<sub>60</sub> and Kr@C<sub>60</sub> endofullerenes, the decay of C<sub>60</sub> innershell  excitations through the outershell continuum of the confined atom via the inter-Coulombic decay (ICD) pathway is detailed. Excitations to  atom-C<sub>60</sub> hybrid states, when these states exist, can induce coherence between ICD and electron-transfer mediated decay (ETMD).  This should be the dominant above-threshold decay process for a variety of confined systems, and the strength of these resonances is such that  they should be amenable for study by photoelectron spectroscopy.","","","",""
7,"","Kolorenc16","Koloren\v{c}, P.; Averbukh, V.; Feifel, R. & Eland, J.","Collective relaxation processes in atoms, molecules and clusters","J. Phys. B: At. Mol. Opt. Phys.",49,,"","082001",2016,"","experiment & theory","","","","","","","IOP","","","","","","","Electron correlation is an essential driver of a variety of relaxation processes in excited atomic and molecular systems.  These are phenomena which often lead to autoionization typically involving two-electron transitions, such as the well-known Auger effect.  However, electron correlation can give rise also to higher-order processes characterized by multi-electron transitions. Basic examples  include simultaneous two-electron emission upon recombination of an inner-shell vacancy (double Auger decay) or collective decay of two  holes with emission of a single electron. First reports of this class of processes date back to the 1960s, but their investigation  intensified only recently with the advent of free-electron lasers. High fluxes of high-energy photons induce multiple excitation or  ionization of a system on the femtosecond timescale and under such conditions the importance of multi-electron processes increases  significantly. We present an overview of experimental and theoretical works on selected multi-electron relaxation phenomena in systems  of different complexity, going from double Auger decay in atoms and small molecules to collective interatomic autoionization processes  in nanoscale samples.","","","",""
7,"","Foerstel16","Förstel, M.; Mucke, M.; Arion, T.; Lischke, T.; Pernpointner, M.; Hergenhahn, U. & Fasshauer, E","Long-Range Interatomic Coulombic Decay in ArXe Clusters: Experiment and Theory","J. Phys. Chem. C",120,,"","22957",2016,"","experiment & theory","","","","","","","American Chemical Society","","","","","","","We report autoionization channels of Ar inner valence ionized states in mixed ArXe clusters and compare our  experimental data obtained by electron-electron coincidence spectroscopy to our theoretical simulations for  representative cluster structures. The combined experimental and theoretical data show that the autoionization of  Ar 3s<sup>-1</sup> in ArXe is dominated by interatomic coulombic decay (ICD) to Xe atoms in the second and higher  coordination shells of the originally excited atom. Clusters with a range of sizes, compositions, and structures were  probed. The Xe content in the clusters was varied between 10% and 53%. Besides ICD, also electron transfer mediated  decay (ETMD(3)) was found important in many of the calculated spectra, although it is seen with less intensity in the  experimental spectra. From the calculations, we identify structural motifs in which the ETMD rate is minimized vs the  ICD rate and suggest that these are preferentially realized in our experiment, in which clusters are formed by  supersonic expansion of an Ar-Xe mixture. Suggested cluster structures either feature a clear segregation between Ar  and Xe fractions, e.g., Xe core-Ar shell systems, or contain a few Xe atoms singled out at surface sites on an Ar  cluster. These structures differ significantly from the majority of calculated minimum energy structures for ArXe  systems of 38 atoms, which might show that the latter, annealed structures are not realized in our experiment. We show  experimentally that the relaxation of Ar inner valence states by ICD and ETMD together has an efficiency of unity,  within the experimental accuracy, for all clusters probed, except those with the lowest Xe content. The outer valence  photoelectron spectra of ArXe are discussed also.","","","",""
7,"","Slavicek16","Slav\'{i}\v{c}ek, P.; Kryzhevoi, N. V.; Aziz, E. F. & Winter, B.","Relaxation Processes in Aqueous Systems upon X-ray Ionization: Entanglement of Electronic and Nuclear Dynamics","J. Phys. Chem. Lett.",7,,"","234",2016,"","experiment & theory","","","","","","","American Chemical Society","","","","","","","The knowledge of primary processes following the interaction of high-energy radiation with molecules in  liquid phase is rather limited. In the present perspective, we report on a newly discovered type of relaxation  process involving simultaneous autoionization and proton transfer between adjacent molecules, so called proton  transfer mediated charge separation (PTM-CS) process. Within PTM-CS, transients with a half-transferred proton are  formed within a few femtoseconds after the core-level ionization event. Subsequent non-radiative decay of the highly  non-equilibrium transients leads to a series of reactive species which have not been considered in any high-energy  radiation process in water. Non-local electronic decay processes are surprisingly accelerated upon proton dynamics.  Such strong coupling of electronic and nuclear dynamics is a general phenomenon for hydrogen-bonded systems, however,  its probability correlates strongly with hydration geometry. We suggest that the newly observed processes will impact  future high-energy radiation-chemistry-relevant modeling, and we envision application of autoionization spectroscopy  for identification of solution structure details.","","","",""
7,"","Nagaya16","Nagaya, K.; Iablonskyi, D.; Golubev, N. V.; Matsunami, K.; Fukuzawa, H.; Motomura, K.; Nishiyama, T.; Sakai, T.; Tachibana, T.; Mondal, S.; Wada, S.; Prince, K. C.; Callegari, C.; Miron, C.; Saito, N.; Yabashi, M.; Demekhin, Ph. V.; Cederbaum, L. S.; Kuleff, A. I.; Yao, M. & Ueda, K.","Interatomic Coulombic decay cascades in multiply excited neon clusters","Nat. Commun.",7,,"","13477",2016,"","experiment & theory","","","","","","","Nature Research","","","","","","","In high-intensity laser light, matter can be ionized by direct multiphoton absorption even at photon  energies below the ionization threshold. However on tuning the laser to the lowest resonant transition, the system  becomes multiply excited, and more efficient, indirect ionization pathways become operative. These mechanisms are  known as interatomic Coulombic decay (ICD), where one of the species de-excites to its ground state, transferring its  energy to ionize another excited species. Here we show that on tuning to a higher resonant transition, a previously  unknown type of interatomic Coulombic decay, intra-Rydberg ICD occurs. In it, de-excitation of an atom to a  close-lying Rydberg state leads to electron emission from another neighbouring Rydberg atom. Moreover, systems  multiply excited to higher Rydberg states will decay by a cascade of such processes, producing even more ions.  The intra-Rydberg ICD and cascades are expected to be ubiquitous in weakly-bound systems exposed to high-intensity  resonant radiation.","","","",""
7,"","LaForge16","LaForge, A. C.; Stumpf, V.; Gokhberg, K.; von Vangerow, J.; Stienkemeier, F.; Kryzhevoi, N. V.; O'Keeffe, P.; Ciavardini, A.; Krishnan, S. R.; Coreno, M.; Prince, K. C.; Richter, R.; Moshammer, R.; Pfeifer, T.; Cederbaum, L. S. & Mudrich, M.","Enhanced Ionization of Embedded Clusters by Electron-Transfer-Mediated Decay in Helium Nanodroplets","Phys. Rev. Lett.",116,,"","203001",2016,"","experiment & theory","","","","","","","American Physical Society","","","","","","","We report the observation of electron-transfer-mediated decay (ETMD) involving magnesium (Mg) clusters embedded in helium (He)  nanodroplets. ETMD is initiated by the ionization of He followed by removal of two electrons from the Mg clusters of which one is transferred to  the He ion while the other electron is emitted into the continuum. The process is shown to be the dominant ionization mechanism for embedded  clusters for photon energies above the ionization potential of He. For Mg clusters larger than five atoms we observe stable doubly ionized  clusters. Thus, ETMD provides an efficient pathway to the formation of doubly ionized cold species in doped nanodroplets.","","","",""
7,"","Fasshauer17","Fasshauer, E.; Förstel, M.; Mucke, M.; Arion, T. & Hergenhahn, U.","Theoretical and experimental investigation of Electron Transfer Mediated Decay in ArKr clusters","Chem. Phys.",482,,"","226",2017,"","experiment & theory","","","","","","","Elsevier","","","","","","","We investigate the electronic decay of an Ar3<em>s</em><sup>-1</sup> vacancy in medium sized ArKr clusters.  The only energetically accessible, radiationless decay mechanism is Electron Transfer Mediated Decay Three (ETMD3).  Here, the argon vacancy is filled by an electron from one krypton atom, and the excess energy is transferred to a  second krypton atom which consequently emits an electron. For the theoretical calculation of ETMD3 spectra, in a  bottom-up approach, we study the dependence of the decay width on the geometry of elementary sets of three atoms,  from which any cluster can be composed. We simulate the ETMD3 spectra of medium sized ArKr clusters and compare the  resulting spectra to experimental ETMD electron spectra presented earlier (Phys. Rev. Lett. <b>106</b>, 033402 (2011))  and in this work. We show that ETMD3 is the dominating relaxation mechanism for the cases studied here.","","","",""
7,"","Ouchi17b","Ouchi, T.; Stumpf, V.; Miteva, T.; Fukuzawa, H.; Sakai, K.; Liu, X.-J.; Mazza, T.; Schöffler, M.; Iwayama, H.; Nagaya, K.; Tamenori, Y.; Saito, N.; Kuleff, A. I.; Gokhberg, K. & Ueda, K.","Ion pair formation in the NeAr dimer irradiated by monochromatic soft X-rays","Chem. Phys.",482,,"","178",2017,"","experiment & theory","","","","","","","Elsevier","","","","","","","We investigated Ne<sup>+</sup>-Ar<sup>+</sup> ion-pair formation which follows irradiation of the NeAr dimer  by monochromatic soft X-rays. Using momentum-resolved electron-ion multicoincidence spectroscopy, we could unambiguously  identify that the formation of the ion pair at photon energy of 200.5 eV proceeds via interatomic Coulombic decay (ICD)  of the Ne<sup>+</sup>(2<em>s</em><sup>-1</sup>)Ar inner-valence ionized and NeAr<sup>+</sup> (3<em>p</em><sup>-2</sup>5<em>d</em>) ionization satellite state. Photoabsorption at higher photon energies of 268.2 eV  and 888.7 eV leads to the emission of core electrons of Ar and Ne respectively, and to the subsequent local Auger decay  process. We demonstrate that at these energies the ion pair formation originating in the doubly ionized Ar L-MM and  Ne K-LL Auger final states proceeds mostly via radiative charge transfer and charge transfer driven by non-adiabatic  coupling mechanisms.","","","",""
7,"","Rist17","Rist, J.; Miteva, T.; Gaire, B.; Sann, H.; Trinter, T.; Keiling, M.; Gehrken, N.; Moradmand, A.; Berry, B.; Zohrabi, M.; Kunitski, M.; Ben-Itzhak, I.; Belkacem, A.; Weber, T.; Landers, A. L.; Schöffler, M.; Williams, J. B.; Koloren\v{c}, P.; Gokhberg, K.; Jahnke, T. & Dörner, R.","A comprehensive study of Interatomic Coulombic Decay in argon dimers: Extracting <em>R</em>-dependent absolute decay rates from the experiment","Chem. Phys.",482,,"","185",2017,"","experiment & theory","","","","","","","Elsevier","","","","","","","In this work we present a comprehensive and detailed study of Interatomic Coulombic Decay (ICD) occurring  after irradiating argon dimers with XUV-synchrotron radiation. A manifold of different decay channels is observed and  the corresponding initial and final states are assigned. Additionally, the effect of nuclear dynamics on the ICD  electron spectrum is examined for one specific decay channel. The internuclear distance-dependent width &Gamma;(<em>R</em>) of the  decay is obtained from the measured kinetic energy release distribution of the ions employing a classical nuclear  dynamics model.","","","",""
7,"","Unger17","Unger, I.; Seidel, R.; Thürmer, S.; Pohl, M. N.; Aziz, E. F.; Cederbaum, L. S.; Muchov\'{a}, E.; Slav\'{i}\v{c}ek, P.; Winter, B. & Kryzhevoi, N. V.","Observation of electron-transfer-mediated decay in aqueous solution","Nat. Chem.",9,,"","708",2017,"","experiment & theory","","","","","","","Nature Research","","","","","","","Photoionization is at the heart of X-ray photoelectron spectroscopy (XPS), which gives access to important  information on a sample's local chemical environment. Local and non-local electronic decay after photoionization-in  which the refilling of core holes results in electron emission from either the initially ionized species or a  neighbour, respectively-have been well studied. However, electron-transfer-mediated decay (ETMD), which involves the  refilling of a core hole by an electron from a neighbouring species, has not yet been observed in condensed phase.  Here we report the experimental observation of ETMD in an aqueous LiCl solution by detecting characteristic secondary  low-energy electrons using liquid-microjet soft XPS. Experimental results are interpreted using molecular dynamics  and high-level <em>ab initio</em> calculations. We show that both solvent molecules and counterions participate in the  ETMD processes, and different ion associations have distinctive spectral fingerprints. Furthermore, ETMD spectra are  sensitive to coordination numbers, ion-solvent distances and solvent arrangement.","","","",""
7,"","You17","You, D.; Fukuzawa, H.; Sakakibara, Y.; Takanashi, T.; Ito, Y.; Maliyar, G. G.; Motomura, K.; Nagaya, K.; Nishiyama, T.; Asa, K.; Sato, Y.; Saito, N.; Oura, M.; Schöffler, M.; Kastirke, G.; Hergenhahn, U.; Stumpf, V.; Gokhberg, K.; Kuleff, A. I.; Cederbaum, L. S. & Ueda, K.","Charge transfer to ground-state ions produces free electrons","Nat. Commun.",8,,"","14277",2017,"","experiment & theory","","","","","","","Nature Research","","","","","","","Inner-shell ionization of an isolated atom typically leads to Auger decay. In an environment, for example,  a liquid or a van der Waals bonded system, this process will be modified, and becomes part of a complex cascade of  relaxation steps. Understanding these steps is important, as they determine the production of slow electrons and  singly charged radicals, the most abundant products in radiation chemistry. In this communication, we present  experimental evidence for a so-far unobserved, but potentially very important step in such relaxation cascades:  Multiply charged ionic states after Auger decay may partially be neutralized by electron transfer, simultaneously  evoking the creation of a low-energy free electron (electron transfer-mediated decay). This process is effective even  after Auger decay into the dicationic ground state. In our experiment, we observe the decay of Ne<sup>2+</sup>  produced after Ne 1s photoionization in Ne-Kr mixed clusters.","","","",""
7,"","Ren17","Ren, X.; Miteva, T.; Koloren\v{c}, P.; Gokhberg, K.; Kuleff, A. I.; Cederbaum, L. S. & Dorn, A.","Observation of fast and slow interatomic Coulombic decay in argon dimers induced by electron-impact ionization","Phys. Rev. A",96,,"","032715",2017,"","experiment & theory","","","","","","","American Physical Society","","","","","","","We investigate the interatomic Coulombic decay (ICD) in argon dimers induced by electron-impact  ionization (E<sub>0</sub>=90eV) using a multiparticle coincidence experiment in which the momentum vectors and,  consequently, the kinetic energies for electrons and fragment ions are determined. The signature of the ICD process  is obtained from a correlation map between ejected electron energy and kinetic energy release (KER) for  Ar<sup>+</sup>+Ar<sup>+</sup> fragment ions where low-energy ICD electrons can be identified. Furthermore, two types of ICD processes, termed fast and slow interatomic decay, are separated by the ICD initial-state energies and  projectile energy losses. The dependence of the energies of emitted low-energy ICD electrons on the initial-state  energy is studied. ICD electron energy spectra and KER spectra are obtained separately for fast and slow decay  processes where the KER spectra for the slow decay channel are strongly influenced by nuclear motion. The KER and  ICD electron energy spectra are well reproduced by <em>ab initio</em> calculations.","","","",""
7,"","Takanashi17","Takanashi, T.; Golubev, N. V.; Callegari, C.; Fukuzawa, H.; Motomura, K.; Iablonskyi, D.; Kumagai, Y.; Mondal, S.; Tachibana, T.; Nagaya, K.; Nishiyama, T.; Matsunami, K.; Johnsson, P.; Piseri, P.; Sansone, G.; Dubrouil, A.; Reduzzi, M.; Carpeggiani, P.; Vozzi, C.; Devetta, M.; Negro, M.; Faccial{\`a}, D.; Calegari, F.; Trabattoni, A.; Castrovilli, M. C.; Ovcharenko, Y.; Mudrich, M.; Stienkemeier, F.; Coreno, M.; Alagia, M.; Schütte, B.; Berrah, N.; Plekan, O.; Finetti, P.; Spezzani, C.; Ferrari, E.; Allaria, E.; Penco, G.; Serpico, C.; De Ninno, G.; Diviacco, B.; Di Mitri, S.; Giannessi, L.; Jabbari, G.; Prince, K. C.; Cederbaum, L. S.; Demekhin, Ph. V.; Kuleff, A. I. & Ueda, K.","Time-Resolved Measurement of Interatomic Coulombic Decay Induced by Two-Photon Double Excitation of Ne<sub>2</sub>","Phys. Rev. Lett.",118,,"","033202",2017,"","experiment & theory","","","","","","","American Physical Society","","","","","","","The hitherto unexplored two-photon doubly excited states  [Ne<sup>*</sup>(2<em>p</em><sup>-1</sup>3<em>s</em>)]<sub>2</sub> were experimentally identified using the seeded,  fully coherent, intense extreme ultraviolet free-electron laser FERMI. These states undergo ultrafast interatomic  Coulombic decay (ICD), which predominantly produces singly ionized dimers. In order to obtain the rate of ICD, the  resulting yield of Ne<sup>+</sup><sub>2</sub> ions was recorded as a function of delay between the extreme ultraviolet  pump and UV probe laser pulses. The extracted lifetimes of the long-lived doubly excited states, 390(-130/+450) fs,  and of the short-lived ones, less than 150 fs, are in good agreement with <em>ab initio</em> quantum mechanical  calculations.","","","",""
7,"","Hollas17","Hollas, D.; Pohl, M. N.; Seidel, R.; Aziz, E. F.; Slav\'{i}\v{c}ek, P. & Winter, B.","Aqueous Solution Chemistry of Ammonium Cation in the Auger Time Window","Sci. Rep.",7,,"","756",2017,"","experiment & theory","","","","","","","Nature Research","","","","","","","We report on chemical reactions triggered by core-level ionization of ammonium  (NH<sup>+</sup><sub>4</sub>) cation in aqueous solution. Based on a combination of photoemission  experiments from a liquid microjet and high-level <em>ab initio</em> simulations, we identified  simultaneous single and double proton transfer occurring on a very short timescale spanned by the  Auger-decay lifetime. Molecular dynamics simulations indicate that the proton transfer to a  neighboring water molecule leads to essentially complete formation of H<sub>3</sub>O<sup>+</sup>(aq)  and core-ionized ammonia (NH<sup>+</sup><sub>3</sub>)<sup>*</sup>(aq) within the &#126;7fs lifetime  of the nitrogen 1s core hole. A second proton transfer leads to a transient structure with the proton  shared between the remaining NH<sub>2</sub> moiety and another water molecule in the hydration shell.  These ultrafast proton transfers are stimulated by very strong hydrogen bonds between the ammonium  cation and water. Experimentally, the proton transfer dynamics is identified from an emerging signal  at the high-kinetic energy side of the Auger-electron spectrum in analogy to observations made for  other hydrogen-bonded aqueous solutions. The present study represents the most pronounced charge  separation observed upon core ionization in liquids so far.","","","",""
7,"","Xu18","Xu, S.; Guo, D.; Ma, X.; Zhu, X.; Feng, W.; Yan, S.; Zhao, D.; Gao, Y.; Zhang, S.; Ren, X.; Zhao, Y.; Xu, Z.; Dorn, A.; Cederbaum, L. S. & Kryzhevoi, N. V.","Damaging Intermolecular Energy and Proton Transfer Processes in Alpha-Particle-Irradiated Hydrogen-Bonded Systems","Angew. Chem. Int. Ed.",57,,"","17023",2018,"","experiment & theory","","","","","","","Wiley-VCH","","","","","","","Although the biological hazard of alpha-particle radiation is well-recognized, the respective molecular  mechanisms of biodamage are still far from being understood. Irreparable lesions in biomolecules may not only have  mechanical origin but also appear due to various electronic and nuclear relaxation processes of ionized states produced by  an alpha-particle impact. Two such processes were identified in the present study by considering an acetylene dimer, a  biologically relevant system possessing an intermolecular hydrogen bond. The first process is the already well-established intermolecular Coulombic decay of inner-valence-ionized states. The other one is a novel relaxation mechanism of dicationic  states involving intermolecular proton transfer. Both processes are very fast and trigger Coulomb explosion of the dimer  due to creation of charge-separated states. These processes are general and predicted to occur also in  alpha-particle-irradiated nucleobase pairs in DNA molecules.","","","",""
7,"","Richter18","Richter, C.; Hollas, D.; Saak, C.-M.; Förstel, M.; Miteva, T.; Mucke, M.; Björneholm, O.; Sisourat, N.; Slav\'{i}\v{c}ek, P. & Hergenhahn, U.","Competition between proton transfer and intermolecular Coulombic decay in water","Nat. Commun.",9,,"","4988",2018,"","experiment & theory","","","","","","","Nature Research","","","","","","","Intermolecular Coulombic decay (ICD) is a ubiquitous relaxation channel of electronically excited states in  weakly bound systems, ranging from dimers to liquids. As it is driven by electron correlation, it was assumed that it will  dominate over more established energy loss mechanisms, for example fluorescence. Here, we use electron-electron  coincidence spectroscopy to determine the efficiency of the ICD process after 2<em>a</em><sub>1</sub> ionization in water  clusters. We show that this efficiency is surprisingly low for small water clusters and that it gradually increases  to 40-50% for clusters with hundreds of water units. <em>Ab initio</em> molecular dynamics simulations reveal that  proton transfer between neighboring water molecules proceeds on the same timescale as ICD and leads to a configuration  in which the ICD channel is closed. This conclusion is further supported by experimental results from deuterated water.  Combining experiment and theory, we infer an intrinsic ICD lifetime of 12-52 fs for small water clusters.","","","",""
7,"","Ren18","Ren, X.; Wang, E.; Skitnevskaya, A. D.; Trofimov, A. B.; Gokhberg, K. & Dorn, A.","Experimental evidence for ultrafast intermolecular relaxation processes in hydrated biomolecules","Nat. Phys.",14,,"","1062",2018,"","experiment & theory","","","","","","","Nature Research","","","","","","","Cell and gene damage caused by ionizing radiation has been studied for many years. It is accepted that  DNA lesions (single- and double-strand breaks, for example) are induced by secondary species such as radicals, ions  and the abundant low-energy secondary electrons generated by the primary radiation. Particularly harmful are dense  ionization clusters of several ionization processes within a volume typical for the biomolecular system. Here we  report the observation of a damage mechanism in the form of a non-local autoionizing process called intermolecular  Coulombic decay (ICD). It directly involves DNA constituents or other organic molecules in an aqueous environment.  The products are two energetic ions and three reactive secondary electrons that can cause further damage in their  vicinity. Hydrogen-bonded complexes that consist of one tetrahydrofuran (THF) molecule-a surrogate of deoxyribose  in the DNA backbone-and one water molecule are used as a model system. After electron impact ionization of the  water molecule in the inner-valence shell the vacancy is filled by an outer-valence electron. The released energy  is transferred across the hydrogen bridge and leads to ionization of the neighbouring THF molecule. This energy  transfer from water to THF is faster than the otherwise occurring intermolecular proton transfer. The signature of  the ICD reaction is identified in triple-coincidence measurements of both ions and one of the final state  electrons. These results could improve the understanding of radiation damage in biological tissue.","","","",""
7,"","Kazandjian18","Kazandjian, S.; Rist, J.; Weller, M.; Wiegandt, F.; Aslitürk, D.; Grundmann, S.; Kircher, M.; Nalin, G.; Pitters, D.; Vela P\'{e}rez, I.; Waitz, M.; Schiwietz, G.; Griffin, B.; Williams, J. B.; Dörner, R.; Schöffler, M.; Miteva, T.; Trinter, F.; Jahnke, T. & Sisourat, N.","Frustrated Coulomb explosion of small helium clusters","Phys. Rev. A",98,,"","050701(R)",2018,"","experiment & theory","","","","","","","American Physical Society","","","","","","","Almost 10 years ago, energetic neutral hydrogen atoms were detected after a strong-field double ionization of H<sub>2</sub>. This process, called &ldquo;frustrated tunneling ionization&rdquo;, occurs when an ionized electron is recaptured  after being driven back to its parent ion by the electric field of a femtosecond laser. In the present study we demonstrate that a related process naturally occurs in clusters without the need of an external field: we observe a charge hopping that occurs during a Coulomb explosion of a small helium cluster, which leads to an energetic neutral helium atom. This claim is supported by theoretical evidence. As an analog to frustrated tunneling ionization, we term this process &ldquo;frustrated Coulomb explosion&rdquo;.","","","",""
7,"","Mhamdi18","Mhamdi, A.; Trinter, F.; Rauch, C.; Weller, M.; Rist, J.; Waitz, M.; Siebert, J.; Metz, D.; Janke, C.; Kastirke, G.; Wiegandt, F.; Bauer, T.; Tia, M.; Cunha de Miranda, B.; Pitzer, M.; Sann, H.; Schiwietz, G.; Schöffler, M.; Simon, M.; Gokhberg, K.; Dörner, R.; Jahnke, T. & Demekhin, Ph. V.","Resonant interatomic Coulombic decay in HeNe: Electron angular emission distributions","Phys. Rev. A",97,,"","053407",2018,"","experiment & theory","","","","","","","American Physical Society","","","","","","","We present a joint experimental and theoretical study of resonant interatomic Coulombic decay (RICD)  in HeNe employing high resolution cold target recoil ion momentum spectroscopy and <em>ab initio</em> electronic  structure and nuclear dynamics calculations. In particular, laboratory- and molecular-frame angular emission  distributions of RICD electrons are examined in detail. The exciting-photon energy-dependent anisotropy  parameter &beta;(&omega;), measured for decay events that populate bound HeNe<sup>+</sup> ions, is in agreement  with the calculations performed for the ground ionic state <em>X</em><sup>2</sup>&Sigma;<sub>&frac12;</sub><sup>+</sup>.  A contribution from the <em>a</em><sup>2</sup>&Pi;<sub>3/2</sub> final ionic state is found to be  negligible. For the He + Ne<sup>+</sup> fragmentation channel, the observed laboratory-frame angular  distribution of RICD electrons is explained by a slow homogeneous dissociation of bound vibrational levels of  the final ionic state <em>A</em><sup>2</sup>&Pi;<sub>&frac12;</sub> into vibrational continua of the lower  lying states <em>X</em><sup>2</sup>&Sigma;<sub>&frac12;</sub><sup>+</sup> and <em>a</em><sup>2</sup>&Pi;<sub>3/2</sub>.  Our calculations predict that the angular distributions of RICD electrons in the body-fixed dipole plane provide  direct access to the electronic character (i.e., symmetry) of intermediate vibronic resonances. However, because  of the very slow dissociation of the <em>A</em><sup>2</sup>&Pi;<sub>&frac12;</sub> state, the molecular-frame  angular distributions of RICD electrons in the He + Ne<sup>+</sup> fragmentation channel are inaccessible to our  coincidence experiment.","","","",""
7,"","Yan18","Yan, S.; Zhang, P.; Stumpf, V.; Gokhberg, K.; Zhang, X. C.; Xu, S.; Li, B.; Shen, L. L.; Zhu, X. L.; Feng, W. T.; Zhang, S. F.; Zhao, D. M. & Ma, X.","Interatomic relaxation processes induced in neon dimers by electron-impact ionization","Phys. Rev. A",97,,"","010701(R)",2018,"","experiment & theory","","","","","","","American Physical Society","","","","","","","We report an experimental observation of the interatomic Coulombic decay (ICD) and radiative  charge-transfer (RCT) processes in a Ne dimer (<em>e,2e</em>) following a 380-eV electron impact. By detecting the  Ne<sup>+</sup>-Ne<sup>+</sup> cation pair and one of the emitted electrons in coincidence, the fingerprint of the ICD  process initiated by the inner-valence ionization of Ne is obtained. Furthermore, the experimental results and  <em>ab initio</em> calculations together unambiguously confirm the occurrence of the RCT process, and we show that  most of the low-energy electrons produced in ionization of the Ne dimers are due to the ICD, which strongly suggests  the importance of the ICD in causing radiation damage in a biological medium.","","","",""
7,"","Mhamdi18b","Mhamdi, A.; Rist, J.; Aslitürk, D.; Weller, M.; Melzer, N.; Trabert, D.; Kircher, M.; Vela-P\'{e}rez, I.; Siebert, J.; Eckart, S.; Grundmann, S.; Kastirke, G.; Waitz, M.; Khan, A.; Schöffler, M. S.; Trinter, F.; Dörner, R.; Jahnke, T. & Demekhin, Ph. V.","Breakdown of the Spectator Concept in Low-Electron-Energy Resonant Decay Processes","Phys. Rev. Lett.",121,,"","243002",2018,"","experiment & theory","","","","","","","American Physical Society","","","","","","","We suggest that low-energy electrons, released by resonant decay processes, experience substantial scattering  on the electron density of excited electrons, which remain a spectator during the decay. As a result, the angular emission distribution is altered significantly. This effect is expected to be a common feature of low-energy secondary electron  emission. In this Letter, we exemplify our idea by examining the spectator resonant interatomic Coulombic decay of Ne  dimers. Our theoretical predictions are confirmed by a corresponding coincidence experiment.","","","",""
